50000
1848	(＋	20
1824	AKB	23
1720	Amazon	67
3368	Aqours	20
839	BGM	24
1582	BOX	96
1758	BTS	44
1683	BoxFresh	21
1980	DVD	58
2518	Day	20
2818	FGO	37
258	FIT	20
1759	GET	23
3316	GIF	50
2729	Google	24
2160	Happy	40
2528	Instagram	24
3085	Japan	23
726	LINE	338
1298	LIVE	125
3290	LOVE	120
2950	Live	42
1436	Love	31
3363	LoveStory	23
1452	MAX	40
3330	MONA	27
3338	NEW	29
1760	NEWS	56
1483	NHK	55
1701	OFF	26
259	PEACE	22
1896	PSO	21
2090	PUBG	33
2356	SEVENTEEN	65
3362	SHINING	34
2186	SHOWROOM	35
1347	SNS	64
1819	SSR	34
3273	TBS	20
2652	THE	54
1999	TOKYO	20
3102	TOP	36
2376	TOS	41
1822	TOUR	48
205	The	43
2009	Twitter	233
304	Tシャツ	81
1040	URL	294
1225	Ver	32
3331	WEST	23
2241	You	24
1253	YouTube	171
2613	YouTuber	20
206	amp	457
2637	and	25
893	bot	141
2236	box	59
3155	cat	26
2521	chan	48
3201	com	21
2246	cos	31
2477	dayo	25
2143	follow	21
1684	followme	26
3126	for	22
1887	game	23
1755	goods	31
390	happy	24
1624	haru	23
55	hiro	27
305	htt	89
1518	iPhone	52
238	iTunes	49
1829	idol	20
3304	jel	39
3214	kari	59
2164	kei	24
1814	ken	23
818	kise	22
2174	line	45
2419	live	21
373	love	78
3347	mini	20
3275	moon	23
3161	nana	29
2695	nanamorisan	30
2216	nao	26
321	narou	21
3134	neko	24
2165	news	21
2082	nico	38
1780	note	25
1614	official	32
2545	pad	27
948	peing	1018
977	photo	21
2600	pixiv	25
2069	rin	28
2083	rinu	25
3026	sakura	24
2079	san	31
819	senra	22
1529	shima	42
1008	soraruru	277
2144	sougofollow	30
2910	sub	61
1095	the	61
2527	tomo	20
1125	torihiki	27
566	tos	42
3241	trhk	31
2686	uratasama	221
1830	ver	70
386	vol	77
3317	waso	48
2321	web	22
1984	with	21
2996	xxx	24
2171	you	54
2499	youtube	21
2347	yuki	43
3023	zabuu	22
239	¥	50
3041	«	23
3042	»	26
1170	⃣	25
2930	⋆	25
3106	♩	22
910	〆切	31
3374	あした	22
248	あたり	88
3314	あっという間	43
3252	あまり	38
1022	あんさん	30
3224	あんま	20
1220	いかが	187
2198	いくら	42
1264	いちご	29
2464	いちばん	28
174	いっぱい	130
1625	いつか	112
1729	いろいろ	22
1689	うさぎ	37
2540	うちわ	25
158	うどん	28
3292	おいで	20
2002	おかけ	65
716	おかげ	138
1875	おさん	24
1041	おしゃべり	21
1913	おしゃれ	27
2348	おじさん	53
112	おすすめ	141
3101	おっさん	33
638	おっぱい	47
2302	おにぎり	20
2101	おねがい	79
2136	おまけ	27
1747	お世話	196
505	お互い	154
1949	お伝え	52
830	お出かけ	38
2497	お呼び	65
2854	お天気	20
1336	お客	43
1162	お客様	123
3107	お家	24
406	お待ち	462
2878	お忙しい	25
1800	お手伝い	39
1911	お手数	86
3028	お披露目	25
3044	お断り	28
1245	お昼	71
1908	お母さん	28
1542	お気	106
1965	お気に入り	75
931	お父さん	29
260	お知らせ	320
632	お礼	74
391	お祝い	103
805	お腹	90
552	お茶	58
2130	お菓子	38
2402	お詫び	20
464	お話	289
1763	お話し	62
1877	お誘い	30
261	お越し	122
978	お迎え	237
368	お返し	25
1836	お送り	75
711	お過ごし	76
139	お金	186
3010	お陰	35
2630	かなり	55
1929	きっかけ	58
1339	きょう	49
2154	きれい	29
2814	こだわり	27
2983	この間	27
2255	こんばんは	33
2256	ごちそうさま	38
1959	ごはん	93
1659	ご存知	49
3247	ご苦労	22
1234	ご覧	221
1586	ご飯	150
2796	さくら	38
2043	さっき	90
3002	ざいますっ	27
792	しょうが	21
1768	しよう	22
1462	すべて	98
2087	そのもの	27
997	その後	92
1546	それぞれ	85
2424	それなり	25
249	たくさん	471
810	だらけ	49
3099	ちんちん	22
3278	っぱなし	20
1885	っぷり	24
2021	っ子	32
1216	ついで	39
1171	つぶやき	21
160	つもり	119
3215	とおり	25
223	ところ	595
2150	とんでも	47
2086	どころ	30
661	ぬいぐるみ	34
3050	はうら	42
2444	はじめ	49
1524	はずれ	80
580	ぱしゃこれ	23
1620	ひとつ	79
2416	ひとり	51
1589	びっくり	99
2271	ふたり	29
1753	ほんと	114
2870	ほんとう	21
3146	ほんま	49
740	まつり	30
1705	まとめ	30
1918	まとも	30
377	まんま	27
140	みたい	1124
979	めちゃくちゃ	300
524	めちゃめちゃ	92
2421	やりとり	27
2798	やり取り	32
240	やり方	35
2025	やる気	43
2097	アイコ	87
3019	アイコン	75
481	アイス	42
544	アイテム	45
1117	アイドリッシュセブン	42
1081	アイドル	149
2047	アイナナ	62
1163	アウト	35
2564	アカ	131
76	アカウント	406
1176	アク	92
3004	アクション	26
2544	アクスタ	54
951	アクセサリー	25
3068	アクセス	49
2015	アクリル	62
1072	アップ	178
1477	アツ	24
1831	アド	22
1853	アドバイス	28
1785	アニカフェ	36
212	アニメ	207
1706	アニメイト	28
1519	アプリ	134
2605	アホ	36
1338	アメブロ	20
2195	アメリカ	41
1257	アラジン	33
601	アリ	55
1727	アリス	49
2697	アリーナ	27
1399	アル	20
1111	アルバイト	25
953	アルバム	97
2340	アレ	81
2242	アレンジ	22
2382	アン	25
2072	アンケート	56
1486	アーティスト	38
1849	アート	44
2131	イ	20
262	イオン	45
2213	イカ	28
1945	イケメン	77
369	イチ	38
1857	イベ	62
1118	イベント	505
0	イメージ	172
2938	イヤ	20
1	イラスト	239
2312	イン	49
984	インスタ	49
3318	インスタストーリーズ	48
407	インタビュー	45
3164	インターネット	23
263	インナー	23
3365	ウォヌ	23
2175	ウジ	22
1097	ウチ	34
2933	エステ	36
2723	エッチ	135
2970	エネルギー	26
2170	エピソード	25
702	エモ	30
3266	エリ	27
2611	エリア	60
639	エロ	227
3100	エロイ	54
897	エログル	80
3147	エン	21
1145	エントリー	39
200	エーステ	31
2257	オシャレ	25
1740	オススメ	166
2205	オタ	20
2016	オタク	78
1231	オッケー	20
3067	オト	25
640	オナ	40
898	オナニー	43
2649	オフ	70
899	オフパコ	112
339	オリジナル	89
2105	オレンジ	32
2759	オンライン	49
1578	オーダー	22
2596	オーバー	27
627	オープニング	22
1383	オープン	105
255	カウンター	20
2851	カウント	24
1756	カウントダウン	21
53	カッコ	133
2371	カット	43
1073	カップ	50
1158	カバー	60
1463	カフェ	112
2367	カプ	21
768	カミュ	71
1723	カメラ	82
2033	カメラマン	37
2327	カラ	26
695	カラオケ	62
141	カラー	95
3341	カリグル	23
2702	カレンダー	44
1265	カレー	66
2300	カロリー	24
3248	カン	24
1135	カード	310
2964	カープ	24
2269	ガ	44
3298	ガイ	56
1794	ガスト	23
885	ガチ	65
1358	ガチイベ	20
2744	ガチャ	117
952	ガラス	20
3244	ガルパ	26
1164	ガン	66
1159	ガール	27
3262	キス	52
1198	キスマイ	27
970	キッド	24
2522	キツ	20
2820	キャス	39
1258	キャスト	67
31	キャラ	355
498	キャラクター	66
3299	キャラバッジコレクション	45
3380	キャラバン	29
3398	キャラメル	29
831	キャンセル	30
553	キャンペーン	337
2980	キュート	22
835	キル	52
1792	キレ	21
2789	キレイ	31
1677	キロ	36
1217	キング	128
1177	キー	98
1850	キーホルダー	38
161	ギター	51
1721	ギフト	68
3113	ギャグ	21
1082	ギャップ	22
1724	ギリギリ	53
2971	ギルド	40
3272	クイズ	31
1764	クエスト	30
3354	クオリティ	30
3189	クズ	24
2667	クッキー	27
1851	クッション	23
1210	クマ	22
2609	クラ	57
2761	クラウドファンディング	23
568	クラス	52
3039	クラスタ	25
1855	クラブ	47
1294	クラン	46
1297	クリ	25
1251	クリア	146
218	クロ	52
1702	クーポン	25
2222	クール	36
2	グッズ	255
370	グラブル	25
1226	グリーン	22
2096	グループ	230
989	ケーキ	52
921	ケース	51
1213	ゲスト	80
1507	ゲット	55
2738	ゲリラ	24
1203	ゲー	27
506	ゲーム	368
2915	コ	30
3030	コイン	28
1419	コス	85
2084	コチラ	35
2010	コナン	36
3233	コピー	25
3000	コマ	35
3367	コミュ	28
1953	コメ	31
241	コメント	223
1259	コラボ	111
2632	コレ	58
769	コレクション	49
3031	コン	38
162	コンサート	42
2108	コンタクト	27
2826	コンテンツ	23
3353	コンビ	25
2423	コンビニ	70
1429	コンプ	21
2113	コース	44
1786	コースター	43
1325	コード	116
1688	コーナー	54
1074	コーヒー	52
2986	ゴジラ	78
1311	ゴミ	49
2250	ゴールド	23
1355	サイ	21
1075	サイズ	73
379	サイト	218
1423	サイド	24
1348	サイン	98
1645	サッカー	45
486	サブ	44
10	サポート	56
1525	サマー	22
1977	サンプル	41
2625	サークル	50
569	サービス	95
163	シ	47
2599	シェア	30
3131	シオン	28
2050	システム	48
3343	シトロン	70
2654	シナリオ	38
1547	シフト	27
306	シャツ	29
417	ショック	33
2554	ショット	27
1773	ショップ	71
527	ショー	38
1457	ショート	37
3283	シリアル	32
280	シリーズ	147
3280	シル	44
2995	シン	22
954	シングル	47
1365	シンプル	46
1735	シーズン	62
717	シート	41
1359	シーン	99
1541	ジェル	20
770	ジャ	51
3011	ジャケット	21
2408	ジャンプ	33
1487	ジャンル	42
504	ジュン	32
2860	ジョジョ	24
1795	ジョナサン	22
2076	ジョン	33
1146	ジン	28
1484	スイーツ	20
1901	スカ	20
1602	スカイ	24
